path,folder,type,what_it_shows,colour_words,brand_legible,composition,styled_how,open_note,hex1,share1,hex2,share2,hex3,share3,hex4,share4,hex5,share5,nearest_soft_autumn_anchor,anchor_delta_e,palette_confidence,confidence_reason,skin_share,subject_share,shortlist,suggested_name,width,height,bytes,format,opened
content/swipe/products/IMG_0205.jpeg,content/swipe/products,product,listing: Maglia in mohair e lana a coste (ribbed mohair and wool knit); above it Pantalone in flanella di lana vergine gessata,rust terracotta,ASPESI,mohair and wool / virgin wool flannel (named in Italian titles; percentages not shown),flat product shots in a single-column listing,a rust that is halfway between cinnamon and rust — the accent tier as a whole garment,A03629,0.711,27282C,0.2,B5B2B3,0.038,,,,,rust,8.3,low,little left after background removal; top cluster 71% — may still be a studio backdrop,0.016,0.153,yes,top_rust_orange_crew-neck_wool_sweater,1031,1964,151470,JPEG,opened_reduced
content/swipe/products/IMG_0206.png,content/swipe/products,product,flared technical skirt,slate blue,ASPESI,,,,21242A,0.459,2E323A,0.271,050607,0.151,B6B4B3,0.066,7A787B,0.053,warm charcoal,9.2,medium,background dominates frame; top cluster 46% — may still be a studio backdrop,0.003,0.307,no,bottom_slate_blue_aspesi_flared_technical_skirt,1908,2746,923059,PNG,contact_sheet
content/swipe/products/IMG_0207.png,content/swipe/products,product,double-breasted caban in boiled virgin wool,black navy,ASPESI (aspesi.com),,second image: worn open over a floral printed midi dress and black heels,"product text reads ""pura lana vergine cotta""; colour label says BLU NAVY though it reads black",020202,0.435,939396,0.166,454243,0.152,BBBBBC,0.128,6C696A,0.119,warm charcoal,14.6,low,little left after background removal,0.071,0.08,yes,layer_black_aspesi_wool_cape_coat,1908,2746,1081200,PNG,opened_reduced
content/swipe/products/IMG_0208.png,content/swipe/products,product,long pleated skirt,dark navy,ASPESI,,,,010101,0.345,B6B4B4,0.198,3E3C42,0.178,848385,0.16,2A334D,0.119,warm charcoal,14.7,low,little left after background removal,0.017,0.099,no,bottom_dark_navy_aspesi_long_pleated_skirt,1908,2746,1092624,PNG,contact_sheet
content/swipe/products/IMG_0209.png,content/swipe/products,product,"GONNA LUNGA PLISSE IN MODAL CON MOTIVO CHECK, colour ""BLU""",navy check,ASPESI,modal (stated in the Italian Dettagli text; percentages collapsed),"model shot: with a navy fine knit, dark shoes",sunray pleats turn one flat colour into a moving value range,2D2A30,0.336,0E0D10,0.299,212A43,0.226,AAA9AA,0.081,6F5F5C,0.058,warm charcoal,7.6,medium,background dominates frame,0.028,0.261,yes,bottom_navy_check_aspesi_pleated_check_skirt,1908,2746,2097907,PNG,opened_reduced
content/swipe/products/IMG_0210.png,content/swipe/products,product,"GIACCA IN TESSUTO TECNICO IMBOTTITA CON OVATTA THERMORE, colour ""ZUCCA""",rust pumpkin,ASPESI,"technical polyester with Thermore wadding, corozo buttons, Made in Italy (stated in the Italian Dettagli text)",model shot: over burgundy corduroy wide trousers and black loafers,"the clearest rubric-field-1 test in the library: synthetic, and arguably earning it",1F2025,0.613,BA4E2C,0.192,AFAEAE,0.084,422224,0.06,6F6E71,0.05,warm charcoal,9.5,medium,background dominates frame; top cluster 61% — may still be a studio backdrop,0.007,0.294,yes,layer_rust_orange_aspesi_fitted_technical_jacket,1908,2746,1061305,PNG,opened_reduced
content/swipe/products/IMG_0211.png,content/swipe/products,product,wide-leg velvet trousers,cream,ASPESI,,,,1C1D21,0.59,2F3037,0.185,BBBBBC,0.099,7C7D80,0.089,A64B2C,0.036,warm charcoal,9.9,low,little left after background removal; top cluster 59% — may still be a studio backdrop,0.01,0.23,no,bottom_cream_aspesi_wide-leg_velvet_trousers,1908,2746,822364,PNG,contact_sheet
content/swipe/products/IMG_0212.png,content/swipe/products,product,"PANTALONE AMPIO IN VELLUTO LISCIO, colour ""BARBERA""",oxblood burgundy,ASPESI,garment-dyed smooth cotton velvet (stated in the Italian Dettagli text; percentages collapsed),"model shot: with an oatmeal-stone fine knit, back view","same colour name as the IMG_0198 trench — two garments, one colourway",31191E,0.46,121012,0.31,B6B3B2,0.095,88817F,0.077,564A48,0.058,soft plum,13.4,low,little left after background removal; top cluster 46% — may still be a studio backdrop,0.055,0.202,yes,bottom_burgundy_aspesi_wide_velvet_trousers,1908,2746,1411825,PNG,opened_reduced
content/swipe/products/IMG_0213.png,content/swipe/products,product,wide velvet trousers,burgundy,ASPESI,,,,1F2025,0.593,34191F,0.219,AFAFB0,0.084,6F6D71,0.055,6F4931,0.049,warm charcoal,9.5,medium,background dominates frame; top cluster 59% — may still be a studio backdrop,0.02,0.298,no,bottom_burgundy_aspesi_wide_velvet_trousers,1908,2746,1086061,PNG,contact_sheet
content/swipe/products/IMG_0214.png,content/swipe/products,product,v-neck merino knit,warm brown,ASPESI,,,,26282E,0.496,6B3E32,0.192,040304,0.133,A09EA0,0.117,351D1E,0.061,warm charcoal,8.2,medium,background dominates frame; top cluster 50% — may still be a studio backdrop,0.006,0.29,no,top_warm_brown_aspesi_v-neck_merino_knit,1908,2746,987795,PNG,contact_sheet
content/swipe/products/IMG_0215.png,content/swipe/products,product,knit colour and size selector,warm brown,ASPESI,,,,010101,0.488,96969A,0.242,44333C,0.132,633E2E,0.069,9C4E31,0.069,warm charcoal,14.7,low,little left after background removal; top cluster 49% — may still be a studio backdrop,0.007,0.134,no,top_warm_brown_aspesi_knit_colour_size,1908,2746,614859,PNG,contact_sheet
content/swipe/products/IMG_0216.png,content/swipe/products,product,v-neck wool cashmere knit,beige,ASPESI,,,,1F2024,0.647,B09680,0.141,454136,0.086,B0AFB0,0.077,797776,0.049,warm charcoal,9.1,medium,background dominates frame; top cluster 65% — may still be a studio backdrop,0.064,0.281,no,top_beige_aspesi_v-neck_wool_cashmere,1908,2746,1204655,PNG,contact_sheet
content/swipe/products/IMG_0217.jpeg,content/swipe/products,product,"crew-neck sweaters, two colours",burgundy and brown,ASPESI,,,,52332A,0.42,412730,0.389,232428,0.104,321B21,0.047,A7A3A5,0.041,chocolate,7.0,low,little left after background removal,0.0,0.234,no,,954,2746,121697,JPEG,contact_sheet
content/swipe/products/IMG_0218.png,content/swipe/products,product,merino cardigan,warm brown,ASPESI,,,,482B23,0.371,020202,0.298,89898C,0.126,BABABB,0.122,4A4A4E,0.082,chocolate,7.4,low,little left after background removal,0.021,0.114,no,layer_warm_brown_aspesi_merino_cardigan,1908,2746,926569,PNG,contact_sheet
content/swipe/products/IMG_0219.png,content/swipe/products,product,crew-neck merino knit,navy,ASPESI,,,,1F2025,0.648,212C46,0.184,4C4B4D,0.061,89898C,0.056,BEBBBB,0.051,warm charcoal,9.5,medium,background dominates frame; top cluster 65% — may still be a studio backdrop,0.004,0.291,no,top_navy_aspesi_crew-neck_merino_knit,1908,2746,940028,PNG,contact_sheet
content/swipe/products/IMG_0220.png,content/swipe/products,product,crew-neck merino knit,warm brown,ASPESI,,,,1E1F23,0.592,663E2F,0.209,AFADAC,0.083,6E6F75,0.071,4B2D26,0.045,warm charcoal,9.4,medium,background dominates frame; top cluster 59% — may still be a studio backdrop,0.008,0.256,no,top_warm_brown_aspesi_crew-neck_merino_knit,1908,2746,920070,PNG,contact_sheet
content/swipe/products/IMG_0221.png,content/swipe/products,product,"long-sleeve knit polo, zoomed",cream,ASPESI,,,,535458,0.484,161618,0.208,C7C4C4,0.167,8E9199,0.134,,,warm charcoal,11.2,low,little left after background removal; top cluster 48% — may still be a studio backdrop,0.005,0.029,no,top_cream_aspesi_long-sleeve_knit_polo,1908,2746,417351,PNG,contact_sheet
content/swipe/products/IMG_0222.png,content/swipe/products,product,cashmere polo with skirt,navy,ASPESI,,,,24252A,0.616,1D213A,0.235,88898E,0.056,B5B5B6,0.052,58545B,0.041,warm charcoal,8.3,low,little left after background removal; top cluster 62% — may still be a studio backdrop,0.009,0.228,no,bottom_navy_aspesi_cashmere_polo_skirt,1908,2746,988131,PNG,contact_sheet
content/swipe/products/IMG_0223.png,content/swipe/products,product,"GIACCA IN VELLUTO A COSTE, colour ""BEIGE""",camel beige,ASPESI,"garment-dyed 500-line cotton corduroy, cotton twill sleeve lining (stated in the Italian Dettagli text)",model shot: over a stone knit with a dark olive full midi skirt and black boots,"camel over olive with stone between them — the Muted generator, styled",25262C,0.469,A87C4A,0.198,040404,0.132,A8A6A5,0.117,4C4840,0.083,warm charcoal,8.5,medium,background dominates frame; top cluster 47% — may still be a studio backdrop,0.008,0.299,yes,layer_tan_brown_aspesi_corduroy_jacket,1908,2746,1144701,PNG,opened_reduced
content/swipe/products/IMG_0224.png,content/swipe/products,product,corduroy jacket,dark teal,ASPESI,,,,23272F,0.716,0A0607,0.147,B2B1B1,0.081,787474,0.054,,,warm charcoal,9.6,medium,background dominates frame; top cluster 72% — may still be a studio backdrop,0.003,0.304,no,layer_dark_teal_aspesi_corduroy_jacket,1908,2746,1088121,PNG,contact_sheet
content/swipe/products/IMG_0225.png,content/swipe/products,product,corduroy trousers,dark brown,ASPESI,,,,030202,0.423,929294,0.167,BAB9BA,0.164,413B3C,0.152,6F6866,0.094,warm charcoal,14.5,low,little left after background removal,0.022,0.09,no,bottom_dark_brown_aspesi_corduroy_trousers,1908,2746,1062815,PNG,contact_sheet
content/swipe/products/IMG_0226.png,content/swipe/products,product,corduroy elastic-waist trousers,burgundy,ASPESI,,,,371B20,0.42,121113,0.236,582F35,0.204,B0AEAE,0.076,786D6D,0.063,soft plum,12.4,low,little left after background removal,0.017,0.24,no,bottom_burgundy_aspesi_corduroy_elastic-waist_trousers,1908,2746,1823992,PNG,contact_sheet
content/swipe/products/IMG_0227.jpeg,content/swipe/products,product,listing: Maglia con scollo a v in lana merino (grey merino v-neck); Abito midi in modal con motivo check alongside,mid grey,ASPESI,merino wool (named in the Italian title; percentages not shown),model shot: with a dark navy full midi skirt and brown suede loafers,"grey over navy with a brown shoe — three neutrals, one warm",272B31,0.527,16171A,0.172,908F93,0.17,5C5352,0.102,,,warm charcoal,8.1,low,little left after background removal; top cluster 53% — may still be a studio backdrop,0.02,0.19,yes,bottom_grey_and_navy_aspesi_grey_knit_navy,979,1706,112137,JPEG,opened_reduced
content/swipe/products/IMG_0228.png,content/swipe/products,product,flared crepe cady skirt,black,ASPESI,,,,222429,0.386,111011,0.341,303237,0.149,ADADAF,0.07,7C7C7D,0.054,warm charcoal,8.7,medium,background dominates frame,0.008,0.29,no,bottom_black_aspesi_flared_crepe_cady,1908,2746,659023,PNG,contact_sheet
content/swipe/products/IMG_0229.png,content/swipe/products,product,flannel trousers,dark navy,ASPESI,,,,040404,0.496,B0B0B2,0.23,7F8082,0.16,464548,0.111,,,warm charcoal,14.3,low,little left after background removal; top cluster 50% — may still be a studio backdrop,0.029,0.088,no,bottom_dark_navy_aspesi_flannel_trousers,1908,2746,805135,PNG,contact_sheet
content/swipe/products/IMG_0230.png,content/swipe/products,product,flannel trousers on model,dark navy,ASPESI,,,,020202,0.422,8B8B8C,0.221,BABABB,0.21,4A494D,0.136,,,warm charcoal,14.6,low,little left after background removal,0.027,0.081,no,bottom_dark_navy_aspesi_flannel_trousers,1908,2746,729223,PNG,contact_sheet
content/swipe/products/IMG_0231.png,content/swipe/products,product,"knitted balaclava, mohair and wool",pale blue,ASPESI,,worn with grey knit cardigan; second shot over navy corduroy jacket,title names mohair and wool; the composition panel is collapsed,0F0E11,0.309,2A2931,0.3,6E6661,0.197,667186,0.099,ADAEB3,0.096,warm charcoal,12.9,medium,background dominates frame,0.073,0.301,yes,accessory_pale_blue_aspesi_mohair_wool_balaclava,1908,2746,2477622,PNG,opened_reduced
content/swipe/products/IMG_0232.jpeg,content/swipe/products,format,substack note with outfit images,pale neutral,,,,,9C9489,0.229,62473D,0.228,CECBC8,0.206,342D33,0.184,696A71,0.153,warm mid grey,5.9,medium,background dominates frame,0.02,0.415,no,,1908,909,160237,JPEG,contact_sheet
content/swipe/products/IMG_0233.jpeg,content/swipe/products,format,substack note with shoe images,black and white,,,,,D4D0CC,0.352,3C3B3B,0.28,626161,0.212,9B9999,0.118,37305A,0.038,stone,3.7,low,little left after background removal,0.002,0.176,no,,1908,991,147210,JPEG,contact_sheet
content/swipe/products/IMG_0234.png,content/swipe/products,product,"cropped boxy jacket, page tab reads ""Coat Aria Caramal Patch…""",near-black navy,BARENA VENEZIA,,"model shot, side view: over ivory wide trousers and white sneakers",a dark cropped top half over a pale wide bottom half is the whole proportion lesson,222225,0.355,323437,0.321,626569,0.148,D2CFC4,0.144,C89066,0.032,warm charcoal,8.1,low,little left after background removal,0.006,0.191,yes,layer_black_and_cream_barena_black_jacket_cream,1908,2746,957203,PNG,opened_reduced
content/swipe/products/IMG_0235.png,content/swipe/products,product,chore jacket with cream trousers,navy and cream,BARENA,,,,303136,0.391,1F2023,0.32,626569,0.13,D2CFC1,0.129,CE986C,0.031,warm charcoal,6.3,low,little left after background removal,0.014,0.223,no,layer_navy_and_cream_barena_chore_jacket_cream,1908,2746,1050287,PNG,contact_sheet
content/swipe/products/IMG_0236.png,content/swipe/products,product,"check wool jacket, page tab reads ""Coat Aria Fasser Unico""",brown and rust check,BARENA VENEZIA,,model shot: over navy pinstripe wide trousers with a navy knit at the waist,"two patterns at different scales, held together because both are quiet",2A2A2F,0.591,614E40,0.16,606468,0.11,927B5F,0.098,CFBBA9,0.041,warm charcoal,7.2,medium,background dominates frame; top cluster 59% — may still be a studio backdrop,0.045,0.265,yes,layer_brown_check_barena_brown_check_jacket,1908,2746,1866639,PNG,opened_reduced
content/swipe/products/IMG_0237.png,content/swipe/products,product,textured jacket with wide trousers,brown and black,BARENA,,,,2B2B30,0.659,5C483C,0.114,606468,0.113,8F7A60,0.061,BAB9B9,0.054,warm charcoal,7.0,medium,background dominates frame; top cluster 66% — may still be a studio backdrop,0.02,0.268,no,layer_brown_and_black_barena_textured_jacket_wide,1908,2746,1605075,PNG,contact_sheet
content/swipe/products/IMG_0238.png,content/swipe/products,product,grid of coats and jackets,grey and navy,BARENA,,,,29292C,0.641,63605F,0.158,A1A2A2,0.105,D1CDC7,0.057,C7976E,0.04,warm charcoal,6.4,medium,background dominates frame; top cluster 64% — may still be a studio backdrop,0.02,0.284,no,,1908,2746,1515916,PNG,contact_sheet
content/swipe/products/IMG_0239.png,content/swipe/products,product,"knitwear listing grid: polo jumpers, half-zip, turtleneck",pale blue red cream,BARENA VENEZIA (barenavenezia.com),,model shots; cream half-zip over navy collar with navy pinstripe trousers,open polo-collar knit repeated in three colourways at one price point,181920,0.318,383434,0.248,D1052F,0.156,66686B,0.146,C7AD95,0.132,warm charcoal,11.9,medium,background dominates frame,0.035,0.281,yes,,1908,2746,3294472,PNG,opened_reduced
content/swipe/products/IMG_0240.png,content/swipe/products,product,grid of knits and outerwear,"black, red and brown",BARENA,,,,2B292A,0.633,D4D1CB,0.11,DC0536,0.106,82807B,0.079,CE9B72,0.072,warm charcoal,5.3,medium,background dominates frame; top cluster 63% — may still be a studio backdrop,0.027,0.33,no,,1908,2746,2518809,PNG,contact_sheet
content/swipe/products/IMG_0241.png,content/swipe/products,product,blazer with wide trousers,black,BARENA,,,,62676C,0.32,161716,0.252,CDC2B9,0.165,B99779,0.14,4B4543,0.123,petrol,13.8,low,little left after background removal,0.078,0.088,no,layer_black_barena_blazer_wide_trousers,1908,2746,974968,PNG,contact_sheet
content/swipe/products/IMG_0242.png,content/swipe/products,product,grid of shirts and knits,pale blue and red,BARENA,,,,2A2B2D,0.632,636770,0.175,C5C4C4,0.107,BB9C7D,0.057,,,warm charcoal,5.8,medium,background dominates frame; top cluster 63% — may still be a studio backdrop,0.007,0.294,no,,1908,2746,1418608,PNG,contact_sheet
content/swipe/products/IMG_0243.png,content/swipe/products,product,grid of shirts and jackets,"navy, black and white",BARENA,,,,272829,0.582,535558,0.248,B9BEC5,0.097,C49871,0.048,,,warm charcoal,6.2,medium,background dominates frame; top cluster 58% — may still be a studio backdrop,0.018,0.294,no,,1908,2746,1765044,PNG,contact_sheet
content/swipe/products/IMG_0244.png,content/swipe/products,product,virgin wool wide trousers,grey,Massimo Alba,,,,3C3C3B,0.25,191919,0.242,575757,0.212,C9CBC7,0.188,94928B,0.108,warm charcoal,3.3,medium,background dominates frame,0.004,0.378,no,bottom_grey_massimo_alba_virgin_wool_wide,1908,2746,1438773,PNG,contact_sheet
content/swipe/products/IMG_0245.png,content/swipe/products,product,"wool trousers, waist detail",dark grey,Massimo Alba,,,,161514,0.264,303031,0.255,C6C9C7,0.19,979892,0.156,545455,0.135,warm charcoal,10.8,high,,0.007,0.481,no,bottom_dark_grey_massimo_alba_wool_trousers_waist,1908,2746,2794454,PNG,contact_sheet
content/swipe/products/IMG_0246.png,content/swipe/products,product,"listing grid: KARLY virgin wool trousers, TOLOSA deconstructed cotton velvet jacket, RENE cotton corduroy skirt, YVONNE cotton and cashmere blouse",camel khaki and brown check,Massimo Alba,virgin wool / cotton velvet / cotton corduroy / cotton and cashmere (named in titles; percentages not shown),"model shot: brown micro-check blouse tucked into a camel corduroy A-line skirt, dark brown Mary-Jane heels","two warm browns a full value step apart, joined by a check that contains both",8B8781,0.255,3F2A1C,0.198,292422,0.194,6E523D,0.178,BDBBB6,0.174,warm mid grey,3.0,high,,0.05,0.474,yes,bottom_tan_brown_massimo_alba_corduroy_skirt_blouse,1908,2746,4033360,PNG,opened_reduced
content/swipe/products/IMG_0247.png,content/swipe/products,product,cashmere and silk bandana,burgundy,Massimo Alba,,,,553845,0.601,36383A,0.151,13080C,0.1,C2C1C0,0.077,807073,0.071,soft plum,3.2,low,little left after background removal; top cluster 60% — may still be a studio backdrop,0.001,0.203,no,accessory_burgundy_massimo_alba_cashmere_silk_bandana,1908,2746,1507182,PNG,contact_sheet
